images,pca_features1,pca_features2,pca_features3,pca_features4,best_pca
./SCUT-FBP5500_v2/Images/AF1013.jpg,0.42487134479562527,0.49225087114175775,0.17485766916486356,0.34854510175798564,2
./SCUT-FBP5500_v2/Images/AF1014.jpg,0.8034739906129049,0.5437743436906131,0.3611433035201731,0.7758837473877087,1
./SCUT-FBP5500_v2/Images/AF1015.jpg,0.3536186174889169,0.30625187405652304,0.3025430883358095,0.5340890220066157,4
./SCUT-FBP5500_v2/Images/AF1016.jpg,0.3431532897956628,0.2892821727595419,0.2772542162677987,0.4601454838388763,4
./SCUT-FBP5500_v2/Images/AF1017.jpg,0.12598973387502627,0.6510082038440906,0.49227241424951107,0.39486783633890477,2
./SCUT-FBP5500_v2/Images/AF1018.jpg,0.9180623757014268,0.6160944873175871,0.5843465272760601,0.6399221518817896,1
./SCUT-FBP5500_v2/Images/AF1019.jpg,0.8359435373121414,0.7467967088577311,0.6469357635445673,0.7224156708486315,1
./SCUT-FBP5500_v2/Images/AF102.jpg,0.08891864325911568,0.4257861273323832,0.6945659662983205,0.6132467914262314,3
./SCUT-FBP5500_v2/Images/AF1020.jpg,0.696677268872909,0.19188183607670442,0.3304460714391436,0.4657543731759982,1
./SCUT-FBP5500_v2/Images/AF1021.jpg,0.09352875408371968,0.3703203917534498,0.6109121830270924,0.8202032763667654,4
./SCUT-FBP5500_v2/Images/AF1022.jpg,0.27696618556358743,0.2652098988741019,0.7408870480559058,0.5176033334751015,3
./SCUT-FBP5500_v2/Images/AF1023.jpg,0.5873492732042848,0.24209370190213603,0.35835682254119516,0.37107391845752236,1
./SCUT-FBP5500_v2/Images/AF1024.jpg,0.1973169172083129,0.40088519836296177,0.3306215883022876,0.611011301411955,4
./SCUT-FBP5500_v2/Images/AF1025.jpg,0.581570034027197,0.20114952013893755,0.39207614575572824,0.40079201650072516,1
./SCUT-FBP5500_v2/Images/AF1026.jpg,0.1870890845802865,0.3817353373449338,0.6029168336057128,0.5256335917012827,3
./SCUT-FBP5500_v2/Images/AF1027.jpg,0.6415141800684026,0.28926134027744277,0.3682694192812964,0.3139849801112469,1
./SCUT-FBP5500_v2/Images/AF1028.jpg,0.555394854517786,0.45660701209557547,0.383105298825418,0.46080875688684353,1
./SCUT-FBP5500_v2/Images/AF1029.jpg,0.5021585698090074,0.3517916000259875,0.4039157553299728,0.4579414724247601,1
./SCUT-FBP5500_v2/Images/AF103.jpg,0.550237634741907,0.5274344339754625,0.2597202984877824,0.4539417896428626,1
./SCUT-FBP5500_v2/Images/AF1030.jpg,0.3848409531729832,0.37870134739512623,0.8378161687746671,0.31794423780252173,3
./SCUT-FBP5500_v2/Images/AF1031.jpg,0.8444170445809022,0.5004119689713817,0.6039894897564939,0.43685666238651943,1
./SCUT-FBP5500_v2/Images/AF1032.jpg,0.03217449946621128,0.6247668266068594,0.6002163005112862,0.47765891126941556,2
./SCUT-FBP5500_v2/Images/AF1033.jpg,0.5461864412401104,0.5328566970485032,0.3168398983741969,0.5558266206498862,4
./SCUT-FBP5500_v2/Images/AF1034.jpg,0.68762384983945,0.9156223786963134,0.45954937445263605,0.5618636690532425,2
./SCUT-FBP5500_v2/Images/AF1035.jpg,0.32076767444069104,0.25880467424472,0.5202157804589702,0.2938064538845184,3
./SCUT-FBP5500_v2/Images/AF1036.jpg,0.07754153371927623,0.6047357974465595,0.7510969634250538,0.4083358449861876,3
./SCUT-FBP5500_v2/Images/AF1037.jpg,0.6822521664423796,0.7024477640159851,0.37161882792311957,0.6939770644803247,2
./SCUT-FBP5500_v2/Images/AF1038.jpg,0.4280507248381377,0.17989509798187445,0.6953870724089453,0.5679029952789494,3
./SCUT-FBP5500_v2/Images/AF1039.jpg,0.3041606312002004,0.664210339331884,0.1827998158018593,0.5071738870843313,2
./SCUT-FBP5500_v2/Images/AF104.jpg,0.45727206601469356,0.22630726481880797,0.14177463352603392,0.6413965377283591,4
./SCUT-FBP5500_v2/Images/AF1040.jpg,0.5398275842288859,0.3717541263224249,0.18084391555097823,0.39109884671034595,1
./SCUT-FBP5500_v2/Images/AF1041.jpg,0.8703985038086935,0.92009385699255,0.6603301035677623,0.6480046706461275,2
./SCUT-FBP5500_v2/Images/AF1042.jpg,0.5025260148911587,0.2784292681236452,0.35364574742306776,0.7976118347752477,4
./SCUT-FBP5500_v2/Images/AF1043.jpg,0.4769767769539389,0.2252568552439933,0.34937911997578724,0.48824399268962737,4
./SCUT-FBP5500_v2/Images/AF1044.jpg,0.4162558151639044,0.5345336564269997,0.4747594961290421,0.4253242940787873,2
./SCUT-FBP5500_v2/Images/AF1045.jpg,0.5672332722791421,0.4076940228917917,0.33419386909205573,0.626175374092154,4
./SCUT-FBP5500_v2/Images/AF1046.jpg,0.44379148600641694,0.33025778317761584,0.3614581309242696,0.5152520867868059,4
./SCUT-FBP5500_v2/Images/AF1047.jpg,0.5572118101320832,0.11850104298876177,0.43395448095241534,0.5250881772249232,1
./SCUT-FBP5500_v2/Images/AF1048.jpg,0.07641609788891068,0.46975638807846265,0.5860326494282327,0.6622489888144407,4
./SCUT-FBP5500_v2/Images/AF1049.jpg,0.4570126714432135,0.09204239651704597,0.3595744985941188,0.653189661471559,4
./SCUT-FBP5500_v2/Images/AF105.jpg,0.25572570812339973,0.5232136868647547,0.12545629996494365,0.43210358008458016,2
./SCUT-FBP5500_v2/Images/AF1050.jpg,0.7496528902494122,0.38169713601349176,0.5235301702545294,0.4138346185812601,1
./SCUT-FBP5500_v2/Images/AF1051.jpg,0.3019615311319756,0.7103802671374907,0.4378650574634679,0.32002255318878997,2
./SCUT-FBP5500_v2/Images/AF1052.jpg,0.46046812701903045,0.3132302833263245,0.2694986673519062,0.3147318618664724,1
./SCUT-FBP5500_v2/Images/AF1053.jpg,0.18671328433291776,0.5239164884036498,0.47514730828091595,0.6656852812142718,4
./SCUT-FBP5500_v2/Images/AF1054.jpg,0.8617181425829956,0.7700545620729761,0.6415351334309949,0.4266381939019939,1
./SCUT-FBP5500_v2/Images/AF1055.jpg,0.6713894698605765,0.21589889088217562,0.17408027708290835,0.321777659121241,1
./SCUT-FBP5500_v2/Images/AF1056.jpg,0.7397951569458115,0.5958094121064758,0.41247228127249824,0.6743164062698712,1
./SCUT-FBP5500_v2/Images/AF1057.jpg,0.7719606803390203,0.47937616965081453,0.5357836463302263,0.49010100833372,1
./SCUT-FBP5500_v2/Images/AF1058.jpg,0.862314125738842,0.5977897350249473,0.26557032109935175,0.49413013561355495,1
./SCUT-FBP5500_v2/Images/AF1059.jpg,0.576931971269603,0.5520146368210687,0.5182590799689464,0.5237987075192717,1
./SCUT-FBP5500_v2/Images/AF106.jpg,0.4989866488110764,0.3002131877395909,0.4115765717745926,0.48234078745408604,1
./SCUT-FBP5500_v2/Images/AF1060.jpg,0.8484992704793113,0.8480900225442352,0.5902929230153975,0.5423227072942142,1
./SCUT-FBP5500_v2/Images/AF1061.jpg,0.7266830717936288,0.6235066194065337,0.6642943948001503,0.3824352811695322,1
./SCUT-FBP5500_v2/Images/AF1062.jpg,0.8859475785117101,0.6415201950132697,0.5481018380057957,0.44325490880760904,1
./SCUT-FBP5500_v2/Images/AF1063.jpg,0.34457264962752815,0.5604891547288221,0.42338815375298056,0.6099694665007195,4
./SCUT-FBP5500_v2/Images/AF1064.jpg,0.11526906281862473,0.4955903717564742,0.5869067468963036,0.4802002755386146,3
./SCUT-FBP5500_v2/Images/AF1065.jpg,0.7021846509153773,0.4269318818574357,0.4643766759740321,0.9047461143042345,4
./SCUT-FBP5500_v2/Images/AF1066.jpg,0.3245644850785862,0.2798114665041516,0.5170021226894203,0.5526727894601087,4
./SCUT-FBP5500_v2/Images/AF1067.jpg,0.5737432669559708,0.6482148503660231,0.30462486263792116,0.47053551225452334,2
./SCUT-FBP5500_v2/Images/AF1068.jpg,0.5040790134443198,0.34723144806872014,0.3082534407420965,0.48975661964912315,1
./SCUT-FBP5500_v2/Images/AF1069.jpg,0.41506432252913145,0.391067618675503,0.46999118464088874,0.480889877074162,4
./SCUT-FBP5500_v2/Images/AF107.jpg,0.540854750775647,0.15354591334394613,0.3219424486760381,0.684392379678168,4
./SCUT-FBP5500_v2/Images/AF1070.jpg,0.4948022337041865,0.470095669986061,0.7282927438833114,0.36025589510322636,3
./SCUT-FBP5500_v2/Images/AF1071.jpg,0.4163692400260678,0.5651733662740438,0.1992690215508864,0.2934768301667077,2
./SCUT-FBP5500_v2/Images/AF1072.jpg,0.3104279549049447,0.29452858035400203,0.43818049924202496,0.4848913246664074,4
./SCUT-FBP5500_v2/Images/AF1073.jpg,0.6791645415275753,0.760959207194283,0.47046555776154436,0.6044741050458845,2
./SCUT-FBP5500_v2/Images/AF1074.jpg,0.8559932956546346,0.8804517429975757,0.5897613368917112,0.27802840755003505,2
./SCUT-FBP5500_v2/Images/AF1075.jpg,0.4248770199391849,0.8036392783620355,0.5755402255571483,0.4127194894233878,2
./SCUT-FBP5500_v2/Images/AF1076.jpg,0.29340674139501777,0.27966940627608594,0.3791023521596247,0.6514487440332982,4
./SCUT-FBP5500_v2/Images/AF1077.jpg,0.591557406849002,0.23976239965081841,0.31549158863158827,0.2874926098549572,1
./SCUT-FBP5500_v2/Images/AF1078.jpg,0.5635741255275344,0.32586472679693657,0.4177457832659782,0.16669191350518955,1
./SCUT-FBP5500_v2/Images/AF1079.jpg,0.7635957120341681,0.7296180804614912,0.3971536039705291,0.5374834371601337,1
./SCUT-FBP5500_v2/Images/AF108.jpg,0.8227251832805511,0.28271732048954057,0.3694738242087162,0.5404879937596909,1
./SCUT-FBP5500_v2/Images/AF1080.jpg,0.31208078745654005,0.30421962866479585,0.3570037216250067,0.43060675517726205,4
./SCUT-FBP5500_v2/Images/AF1081.jpg,0.6536057774631323,0.6356035156795609,0.4109156727157248,0.21161057808126088,1
./SCUT-FBP5500_v2/Images/AF1082.jpg,0.5330889638545954,0.7582277204405494,0.4005715049481392,0.6462762853107947,2
./SCUT-FBP5500_v2/Images/AF1083.jpg,0.698456218993732,0.3410404071652813,0.42163875132420403,0.3677833097025448,1
./SCUT-FBP5500_v2/Images/AF1084.jpg,0.6439442051041153,0.835796071099786,0.447844684769463,0.5676005992617458,2
./SCUT-FBP5500_v2/Images/AF1085.jpg,0.8456893141532175,0.5002401365985345,0.5462754413431462,0.2991010737586616,1
./SCUT-FBP5500_v2/Images/AF1086.jpg,0.31271506172726776,0.36819199966337685,0.5844395368414248,0.07186924207045689,3
./SCUT-FBP5500_v2/Images/AF1087.jpg,0.6321028358331907,0.45734725098024237,0.35141433283666096,0.40297533747525993,1
./SCUT-FBP5500_v2/Images/AF1088.jpg,0.42029465383987313,0.34014147959943214,0.1651019006606453,0.6685428242057361,4
./SCUT-FBP5500_v2/Images/AF1089.jpg,0.8571638356685428,0.7387128673737708,0.5024557226107779,0.7320487632878309,1
./SCUT-FBP5500_v2/Images/AF109.jpg,0.38776981015175893,0.5043551715947598,0.29590230635797216,0.2557389082965869,2
./SCUT-FBP5500_v2/Images/AF1090.jpg,0.4043144264932797,0.4864786094706175,0.4703213816459275,0.7496431583876599,4
./SCUT-FBP5500_v2/Images/AF1091.jpg,0.5911949462517424,0.1226911684543835,0.5160703495363738,0.5073996544031036,1
./SCUT-FBP5500_v2/Images/AF1092.jpg,0.5776313482809864,0.5855861331319188,0.2011026503299437,0.4118104657531695,2
./SCUT-FBP5500_v2/Images/AF1093.jpg,0.2821422213727525,0.4625522609744541,0.19791993143050285,0.5322064083961909,4
./SCUT-FBP5500_v2/Images/AF1094.jpg,0.5256241699387725,0.3508574334167081,0.5083314711613611,0.3367557436304783,1
./SCUT-FBP5500_v2/Images/AF1095.jpg,0.7388179543044053,0.7627392884853322,0.4730547186008439,0.34451217766830083,2
./SCUT-FBP5500_v2/Images/AF1096.jpg,0.6761933399288954,0.5740329670249446,0.5148099477971549,0.47043616347007633,1
./SCUT-FBP5500_v2/Images/AF1097.jpg,0.59276703866281,0.21962623227566752,0.4378004798389086,0.3492527784641835,1
./SCUT-FBP5500_v2/Images/AF1098.jpg,0.34987866696339215,0.5393141065884044,0.3170850544302826,0.3474302991365963,2
./SCUT-FBP5500_v2/Images/AF1099.jpg,0.45229746080162003,0.9274123676928728,0.3769670061689754,0.49749862100297315,2
./SCUT-FBP5500_v2/Images/AF11.jpg,0.3658710359874431,0.24162498212946756,0.5822239158660089,0.5973573779310443,4
./SCUT-FBP5500_v2/Images/AF110.jpg,0.608094935826346,0.10292205285579381,0.3550105240560322,0.5844419082313546,1
./SCUT-FBP5500_v2/Images/AF1100.jpg,0.32082906518825666,0.2981626389121286,0.3359703485522672,0.5932668030486213,4
./SCUT-FBP5500_v2/Images/AF1101.jpg,0.39146838674155804,0.4799115172486753,0.24851945284422178,0.4036459997392618,2
./SCUT-FBP5500_v2/Images/AF1102.jpg,0.5678650010572396,0.8706065156844842,0.220784343338948,0.534191039372589,2
./SCUT-FBP5500_v2/Images/AF1103.jpg,0.37423221767967585,0.2711712451549449,0.33483802028230036,0.34367979485496486,1
./SCUT-FBP5500_v2/Images/AF1104.jpg,0.4848758247128122,0.2297802708694141,0.19693774637153158,0.35926653534726566,1
./SCUT-FBP5500_v2/Images/AF1105.jpg,0.792562428642392,1.0,0.7209098041144363,0.6066521517399829,2
./SCUT-FBP5500_v2/Images/AF1106.jpg,0.2585750701462901,0.4083057472681255,0.36703482122562847,0.6122136865535547,4
./SCUT-FBP5500_v2/Images/AF1107.jpg,0.41384004395307905,0.4274301188841626,0.4121369644913046,0.590745737751666,4
./SCUT-FBP5500_v2/Images/AF1108.jpg,0.37971423265397775,0.40183595578660264,0.24936082988497707,0.2502780769704875,2
./SCUT-FBP5500_v2/Images/AF1109.jpg,0.16852564256392932,0.3507328175054534,0.7426341391728438,0.4920412421846102,3
./SCUT-FBP5500_v2/Images/AF111.jpg,0.578570880948892,0.35907172022105194,0.3719955398350266,0.5441110598649537,1
./SCUT-FBP5500_v2/Images/AF1110.jpg,0.5955595140653199,0.3484626017059361,0.6195361301600373,0.43380513527225156,3
./SCUT-FBP5500_v2/Images/AF1111.jpg,0.6645199124688898,0.5521322562494435,0.21586240990805386,0.36838556061510985,1
./SCUT-FBP5500_v2/Images/AF1112.jpg,0.571344666923549,0.3598853423631286,0.49846778910025236,0.23142777191999736,1
./SCUT-FBP5500_v2/Images/AF1113.jpg,0.5996889507864223,0.0963261470013247,0.544590113389691,0.47981846455687877,1
./SCUT-FBP5500_v2/Images/AF1114.jpg,0.39190285951927,0.4082400026149684,0.17849896589166514,0.5577877835676223,4
./SCUT-FBP5500_v2/Images/AF1115.jpg,0.14281518188137474,0.4992746446341606,0.5162137497428863,0.5527920058930152,4
./SCUT-FBP5500_v2/Images/AF1116.jpg,0.4257225869075623,0.2098448613623062,0.781289491004884,0.39555977848573554,3
./SCUT-FBP5500_v2/Images/AF1117.jpg,0.6294534893582024,0.5543749411341192,0.2282120445670912,0.6504402826771449,4
./SCUT-FBP5500_v2/Images/AF1118.jpg,0.7533717428180766,0.8724482093992825,0.5133155843796582,0.5906456589510496,2
./SCUT-FBP5500_v2/Images/AF1119.jpg,0.7027668016206854,0.3111159394067985,0.39511703087312616,0.5068128961793834,1
./SCUT-FBP5500_v2/Images/AF112.jpg,0.7329050428205259,0.3542997873499262,0.3911270600141323,0.31319144981715474,1
./SCUT-FBP5500_v2/Images/AF1120.jpg,0.7177187795260928,0.7647967876153167,0.4010002278493267,0.771455716804983,4
./SCUT-FBP5500_v2/Images/AF1121.jpg,0.8009920515713551,0.7657985884848658,0.5660040501470115,0.5082002480101098,1
./SCUT-FBP5500_v2/Images/AF1122.jpg,0.2512329670968571,0.5275658869938803,0.24023625749170022,0.32455323034811473,2
./SCUT-FBP5500_v2/Images/AF1123.jpg,0.7098843678729251,0.8986808921745814,0.6819893863053598,0.3524866659388898,2
./SCUT-FBP5500_v2/Images/AF1124.jpg,0.7234161275485993,0.3612950255328727,0.38011302829129245,0.3489076234359438,1
./SCUT-FBP5500_v2/Images/AF1125.jpg,0.6300712039891379,0.8316750754644384,0.42395778446764154,0.43629033107772874,2
./SCUT-FBP5500_v2/Images/AF1126.jpg,0.73048237125839,0.3656034954070512,0.414991918790471,0.357057083625784,1
./SCUT-FBP5500_v2/Images/AF1127.jpg,0.9130499480768128,0.6595889158935015,0.648233033041134,0.6911634642131362,1
./SCUT-FBP5500_v2/Images/AF1128.jpg,0.41771674216046223,0.526014879216598,0.38552816948271984,0.22908151543521907,2
./SCUT-FBP5500_v2/Images/AF1129.jpg,0.8640550874789469,0.5166058574621883,0.42445046903039124,0.4571452616883998,1
./SCUT-FBP5500_v2/Images/AF113.jpg,0.5561617572951753,0.16809250565608602,0.4786697092789507,0.36720525629918194,1
./SCUT-FBP5500_v2/Images/AF1130.jpg,0.5771316384817778,0.6704435461998394,0.24115735547168746,0.6357277752212688,2
./SCUT-FBP5500_v2/Images/AF1131.jpg,0.5434069612160156,0.311561752997485,0.5370760358076018,0.4103833687715202,1
./SCUT-FBP5500_v2/Images/AF1132.jpg,0.6289246537498187,0.30378746782964194,0.36124831574087124,0.6301944997941231,4
./SCUT-FBP5500_v2/Images/AF1133.jpg,0.5382669081542824,0.29986948459960283,0.24618018278916717,0.2833275073978498,1
./SCUT-FBP5500_v2/Images/AF1134.jpg,0.8341365819814489,0.3915829897877333,0.4829894886051562,0.3599925795277838,1
./SCUT-FBP5500_v2/Images/AF1135.jpg,0.4970770021886158,0.19537295022082926,0.30403923990735104,0.28476114797978214,1
./SCUT-FBP5500_v2/Images/AF1136.jpg,0.28664924318036733,0.5439079570946258,0.3790480699258169,0.3054789392662852,2
./SCUT-FBP5500_v2/Images/AF1137.jpg,0.28134543995130423,0.44927882869240854,0.3042229468708036,0.40987139824388896,2
./SCUT-FBP5500_v2/Images/AF1138.jpg,0.6732756202824328,0.6018456777771408,0.4066242200282579,0.43610314509628784,1
./SCUT-FBP5500_v2/Images/AF1139.jpg,0.35112417687153874,0.4912525732280882,0.46520525978333077,0.2839947459971958,2
./SCUT-FBP5500_v2/Images/AF114.jpg,0.15379948666071097,0.4724287427564074,0.6288991938807016,0.45481114082253865,3
./SCUT-FBP5500_v2/Images/AF1140.jpg,0.5656608686921051,0.8116174820021977,0.3725844524863755,0.4289614603213419,2
./SCUT-FBP5500_v2/Images/AF1141.jpg,0.7295936452778355,0.3692834230170493,0.2866596539935882,0.5696649373478562,1
./SCUT-FBP5500_v2/Images/AF1142.jpg,0.8984003703943989,0.7737711057934741,0.5980496726020392,0.4965171431344766,1
./SCUT-FBP5500_v2/Images/AF1143.jpg,0.7158574263323105,0.18253625104202367,0.2816128993898486,0.36897326144358233,1
./SCUT-FBP5500_v2/Images/AF1144.jpg,0.848165794089835,0.7701236150626295,0.5759704361678977,0.43563185114868863,1
./SCUT-FBP5500_v2/Images/AF1145.jpg,0.68378385433223,0.2185618966446587,0.37490529770488357,0.6983872853004113,4
./SCUT-FBP5500_v2/Images/AF1146.jpg,0.5591829231673167,0.4468733854077579,0.1057034659043568,0.47866686993995383,1
./SCUT-FBP5500_v2/Images/AF1147.jpg,0.7984890194796941,0.6431449259901784,0.39352555601002176,0.5194772848932011,1
./SCUT-FBP5500_v2/Images/AF1148.jpg,0.42338877958995985,0.8147750470073852,0.19333118258049659,0.36257858658267733,2
./SCUT-FBP5500_v2/Images/AF1149.jpg,0.4783028074888598,0.14843213668062719,0.3744314412820435,0.3815660886498087,1
./SCUT-FBP5500_v2/Images/AF115.jpg,0.4069981862954249,0.17603406107504807,0.31724975131657845,0.6417438147855041,4
./SCUT-FBP5500_v2/Images/AF1150.jpg,0.17341836055881052,0.4143810327808582,0.5087160006540477,0.7240438255708918,4
./SCUT-FBP5500_v2/Images/AF1151.jpg,0.5801440901886029,0.26348506190447074,0.31007550245236926,0.3138758087791247,1
./SCUT-FBP5500_v2/Images/AF1152.jpg,0.530344971400366,0.25408311462849426,0.3187994772458538,0.29060468443489396,1
./SCUT-FBP5500_v2/Images/AF1153.jpg,0.5927010387977177,0.316451171066358,0.36714867129637263,0.16598758071340955,1
./SCUT-FBP5500_v2/Images/AF1154.jpg,0.4815517874679519,0.39200258931281384,0.2721476910607209,0.1868962985786197,1
./SCUT-FBP5500_v2/Images/AF1155.jpg,0.656458310815775,0.18357616204062616,0.3112015561603662,0.46416777773756684,1
./SCUT-FBP5500_v2/Images/AF1156.jpg,0.34512814758210675,0.20840465080174825,0.638236069178188,0.45412204346516144,3
./SCUT-FBP5500_v2/Images/AF1157.jpg,0.5851906003304883,0.4177350589934812,0.41017558455954856,0.21258955783766922,1
./SCUT-FBP5500_v2/Images/AF1158.jpg,0.3908478912715649,0.21641417834620721,0.3173826230915609,0.6015730270291796,4
./SCUT-FBP5500_v2/Images/AF1159.jpg,0.6360499282354415,0.9127355483934685,0.5965957873238088,0.6042242908851295,2
./SCUT-FBP5500_v2/Images/AF116.jpg,0.5673244571426914,0.5236012702439266,0.2208938501164062,0.46020263210354373,1
./SCUT-FBP5500_v2/Images/AF1160.jpg,0.523873128269482,0.34960398366176215,0.5320691595280901,0.3289522820698945,3
./SCUT-FBP5500_v2/Images/AF1161.jpg,0.7001793331629076,0.657776501552996,0.46161524919030167,0.46554237485523037,1
./SCUT-FBP5500_v2/Images/AF1162.jpg,0.8647227575223827,0.9005033529117725,0.5151915698180003,0.5335094438505206,2
./SCUT-FBP5500_v2/Images/AF1163.jpg,0.5261151410042517,0.479378706306754,0.263879922412942,0.5548236373833368,4
./SCUT-FBP5500_v2/Images/AF1164.jpg,0.40747696119029203,0.2645582888941691,0.6198313696654458,0.3770636578762547,3
./SCUT-FBP5500_v2/Images/AF1165.jpg,0.5993482197843383,0.8319284099723193,0.5387772123444542,0.4423830094480655,2
./SCUT-FBP5500_v2/Images/AF1166.jpg,0.32236381161547684,0.4692681839277196,0.22098685372580695,0.7137943722609839,4
./SCUT-FBP5500_v2/Images/AF1167.jpg,0.16414866097267156,0.6168729873890101,0.16363270060691862,0.4461984306012715,2
./SCUT-FBP5500_v2/Images/AF1168.jpg,0.6097305454570333,0.8188124124062776,0.6809541765509219,0.20195309460182845,2
./SCUT-FBP5500_v2/Images/AF1169.jpg,0.6979855585387453,0.40187517805473516,0.3246834245505855,0.5830178842603583,1
./SCUT-FBP5500_v2/Images/AF117.jpg,0.20997739777768556,0.36685851334188224,0.4732499244014883,0.6734476201281214,4
./SCUT-FBP5500_v2/Images/AF1170.jpg,0.5077256780240891,0.6695561540361155,0.394937334207138,0.4163546796394413,2
./SCUT-FBP5500_v2/Images/AF1171.jpg,0.4549949436314178,0.2795948757730731,0.21657546199832237,0.3713008833029043,1
./SCUT-FBP5500_v2/Images/AF1172.jpg,0.22947870511966165,0.6747348264362374,0.1997421635586019,0.2571689848729152,2
./SCUT-FBP5500_v2/Images/AF1173.jpg,0.47534774759104076,0.5402704421771684,0.18024793755511734,0.6188696205233539,4
./SCUT-FBP5500_v2/Images/AF1174.jpg,0.2885466488326293,0.4619589830749026,0.2808296088499607,0.30956417086079563,2
./SCUT-FBP5500_v2/Images/AF1175.jpg,0.7296435563063167,0.4693923790514087,0.3867010264594813,0.46662566770376346,1
./SCUT-FBP5500_v2/Images/AF1176.jpg,0.7935121985980201,0.7775767435856644,0.5064610164557808,0.484783931668555,1
./SCUT-FBP5500_v2/Images/AF1177.jpg,0.6716130109944468,0.8791307138275745,0.714941987504979,0.4613129429670648,2
./SCUT-FBP5500_v2/Images/AF1178.jpg,0.33893875478198665,0.14921578350326736,0.4054920502185555,0.7040904906245464,4
./SCUT-FBP5500_v2/Images/AF1179.jpg,0.6956086848624361,0.35822776328590655,0.19798704888403645,0.29023667534715425,1
./SCUT-FBP5500_v2/Images/AF118.jpg,0.30250337175517245,0.28618585404932473,0.6321719861668493,0.30304920710565364,3
./SCUT-FBP5500_v2/Images/AF1180.jpg,0.40239424906164895,0.5695149364650748,0.18876150083174215,0.9233374916592573,4
./SCUT-FBP5500_v2/Images/AF1181.jpg,0.7881451640850335,0.8203057116643093,0.7254891100119293,0.569040926013551,2
./SCUT-FBP5500_v2/Images/AF1182.jpg,0.4375971539924703,0.3303479234653042,0.5884511390818054,0.4090474414848691,3
./SCUT-FBP5500_v2/Images/AF1183.jpg,0.5426483793110296,0.766003116175324,0.8406346865913734,0.37168236485253936,3
./SCUT-FBP5500_v2/Images/AF1184.jpg,0.5728904427946582,0.21273808286510643,0.19576578171011616,0.6716876816509735,4
./SCUT-FBP5500_v2/Images/AF1185.jpg,0.544143316212125,0.5221597714814848,0.4298050185364131,0.42855565775244264,1
./SCUT-FBP5500_v2/Images/AF1186.jpg,0.7756615954537871,0.8972583624052245,0.5753857526769904,0.48246418772511407,2
./SCUT-FBP5500_v2/Images/AF1187.jpg,0.3235919856850464,0.46108730646277823,0.0,0.6626646993855195,4
./SCUT-FBP5500_v2/Images/AF1188.jpg,0.4789219432516965,0.5446647792990765,0.25876725556933705,0.4370065019033926,2
./SCUT-FBP5500_v2/Images/AF1189.jpg,0.5640306987549419,0.7041331750758361,0.269559440146754,0.5121768818109489,2
./SCUT-FBP5500_v2/Images/AF119.jpg,0.4654086540934697,0.4053601789087465,0.327760111997063,0.3838484279907607,1
./SCUT-FBP5500_v2/Images/AF1190.jpg,0.629407041244435,0.3539529679397545,0.55826282136065,0.5923231588399875,1
./SCUT-FBP5500_v2/Images/AF1191.jpg,0.5682058629436314,0.7886821265747317,0.20377682907220326,0.5159786359932007,2
